timestamp,open,high,low,close,volume,sma20,std20,upper_band,lower_band,rsi14,high_3h,low_3h,atr20,atr20_median_all,atr20_roll_med180
2026-03-06 20:00:00,70211.8,70227.5,69666.6,69924.6,589.22758321,70821.19,366.35929141160284,71553.9085828232,70088.4714171768,30.259454167176656,70813.0,70193.8,516.8285714285697,242.03571428571428,710.97142857143
2026-03-06 21:00:00,69924.6,70346.1,69221.2,69227.9,877.37918622,70747.22,511.25924784675857,71769.73849569351,69724.70150430649,27.21144586600633,70800.0,69666.6,560.335714285713,242.07142857142858,710.97142857143
2026-03-06 22:00:00,69228.0,69269.0,68171.6,68402.3,1300.98000375,70617.5,727.8735546517605,72073.24710930353,69161.75289069647,20.343767211309014,70638.4,69221.2,619.335714285713,242.07142857142858,710.97142857143
2026-03-06 23:00:00,68402.7,69100.0,68300.1,68492.1,685.55591559,70496.225,864.4837509405634,72225.19250188113,68767.25749811888,16.98117720217172,70346.1,68171.6,611.1285714285696,242.07142857142858,710.97142857143
2026-03-07 00:00:00,68492.2,68791.6,68222.1,68446.3,723.95217996,70356.275,958.3063474902925,72272.88769498059,68439.6623050194,16.838210880804468,70346.1,68171.6,624.2928571428555,242.07749999999993,710.97142857143
2026-03-07 01:00:00,68446.2,68637.4,67745.2,67954.6,488.40074112,70197.56,1078.887205646872,72355.33441129375,68039.78558870625,15.612974161627264,69269.0,68171.6,666.999999999998,242.0835714285713,710.97142857143
2026-03-07 02:00:00,67954.6,68469.4,67945.2,68180.8,249.90729366,70045.85,1139.893178505411,72325.63635701082,67766.06364298919,21.70043113439334,69100.0,67745.2,643.8928571428551,242.08714285714294,710.97142857143
2026-03-07 03:00:00,68180.1,68478.6,68003.6,68125.4,286.41221336,69907.9,1198.510715312502,72304.92143062499,67510.878569375,22.34634204559009,68791.6,67745.2,640.2642857142835,242.09071428571457,710.97142857143
2026-03-07 04:00:00,68125.5,68286.8,67777.0,68108.3,255.63508239,69763.97,1234.4215142422263,72232.81302848445,67295.12697151555,19.031467406105293,68637.4,67745.2,635.249999999998,242.11678571428587,710.97142857143
2026-03-07 05:00:00,68112.1,68333.1,67924.4,68295.9,259.73032022,69616.105,1223.718994858143,72063.54298971628,67168.66701028371,13.343932167461404,68478.6,67777.0,613.4571428571414,242.14285714285714,710.97142857143
2026-03-07 06:00:00,68295.9,68436.8,68230.0,68326.0,112.14340803,69470.26,1193.0670128894556,71856.3940257789,67084.12597422108,15.155473519806819,68478.6,67777.0,604.0214285714277,242.14285714285714,710.97142857143
2026-03-07 07:00:00,68326.9,68349.6,68242.1,68279.1,7.4802657,69330.11,1157.8737899964237,71645.85757999285,67014.36242000715,15.910445981397501,68436.8,67777.0,575.1285714285706,242.14285714285714,710.97142857143
